station_id,station_name,full_station_name,station_number,station_type,latitude,longitude,county_name,parameter,sample_count,sample_date_min,sample_date_max
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.9583,-121.9669,Contra Costa,Dissolved Boron,2,07/23/1974 15:15,08-09-1984 11:45
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.9583,-121.9669,Contra Costa,Dissolved Calcium,7,07/23/1974 15:15,08/16/1990 12:15
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.9583,-121.9669,Contra Costa,Dissolved Chloride,9,07/23/1974 15:15,08/16/1990 12:15
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.9583,-121.9669,Contra Costa,Dissolved Hardness,6,07/23/1980 12:30,08/16/1990 12:15
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.9583,-121.9669,Contra Costa,Dissolved Magnesium,7,07/23/1974 15:15,08/16/1990 12:15
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.9583,-121.9669,Contra Costa,Dissolved Nitrate,1,07/23/1974 15:15,07/23/1974 15:15
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.9583,-121.9669,Contra Costa,Dissolved Potassium,3,07/23/1974 15:15,08/16/1990 12:15
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.9583,-121.9669,Contra Costa,Dissolved Sodium,9,07/23/1974 15:15,08/16/1990 12:15
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.9583,-121.9669,Contra Costa,Dissolved Sulfate,2,07/23/1974 15:15,08-09-1984 11:45
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.9583,-121.9669,Contra Costa,Total Alkalinity,9,07/23/1974 15:15,08/16/1990 12:15
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.9583,-121.9669,Contra Costa,Total Arsenic,1,07/23/1974 15:15,07/23/1974 15:15
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.9583,-121.9669,Contra Costa,Total Cadmium,1,07/23/1974 15:15,07/23/1974 15:15
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.9583,-121.9669,Contra Costa,Total Chromium,1,07/23/1974 15:15,07/23/1974 15:15
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.9583,-121.9669,Contra Costa,Total Copper,1,07/23/1974 15:15,07/23/1974 15:15
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.9583,-121.9669,Contra Costa,Total Dissolved Solids,2,07/23/1974 15:15,08-09-1984 11:45
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.9583,-121.9669,Contra Costa,Total Hardness,3,07/23/1974 15:15,08/18/1978 12:00
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.9583,-121.9669,Contra Costa,Total Iron,1,07/23/1974 15:15,07/23/1974 15:15
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.9583,-121.9669,Contra Costa,Total Lead,1,07/23/1974 15:15,07/23/1974 15:15
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.9583,-121.9669,Contra Costa,Total Manganese,1,07/23/1974 15:15,07/23/1974 15:15
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.9583,-121.9669,Contra Costa,Total Zinc,1,07/23/1974 15:15,07/23/1974 15:15
6135,01N01W03N001M,01N01W03N001M,01N01W03N001M,Groundwater,37.9583,-121.9669,Contra Costa,pH,9,07/23/1974 15:15,08/16/1990 12:15
6136,01N01W04A001M,01N01W04A001M,01N01W04A001M,Groundwater,37.9663,-121.9734,Contra Costa,*No Lab Analyses (Field Measures Only),1,09/15/1989 08:00,09/15/1989 08:00
6136,01N01W04A001M,01N01W04A001M,01N01W04A001M,Groundwater,37.9663,-121.9734,Contra Costa,Conductance,9,08-04-1972 15:00,09/15/1989 08:00
6136,01N01W04A001M,01N01W04A001M,01N01W04A001M,Groundwater,37.9663,-121.9734,Contra Costa,Dissolved Boron,2,08-09-1979 12:30,09/15/1989 08:00
6136,01N01W04A001M,01N01W04A001M,01N01W04A001M,Groundwater,37.9663,-121.9734,Contra Costa,Dissolved Calcium,6,08-09-1979 12:30,09/15/1989 08:00
6136,01N01W04A001M,01N01W04A001M,01N01W04A001M,Groundwater,37.9663,-121.9734,Contra Costa,Dissolved Chloride,9,08-04-1972 15:00,09/15/1989 08:00
6136,01N01W04A001M,01N01W04A001M,01N01W04A001M,Groundwater,37.9663,-121.9734,Contra Costa,Dissolved Hardness,5,08-09-1979 12:30,09/15/1989 08:00
6136,01N01W04A001M,01N01W04A001M,01N01W04A001M,Groundwater,37.9663,-121.9734,Contra Costa,Dissolved Magnesium,6,08-09-1979 12:30,09/15/1989 08:00
6136,01N01W04A001M,01N01W04A001M,01N01W04A001M,Groundwater,37.9663,-121.9734,Contra Costa,Dissolved Potassium,5,08-09-1979 12:30,09/15/1989 08:00
6136,01N01W04A001M,01N01W04A001M,01N01W04A001M,Groundwater,37.9663,-121.9734,Contra Costa,Dissolved Sodium,9,08-04-1972 15:00,09/15/1989 08:00
6136,01N01W04A001M,01N01W04A001M,01N01W04A001M,Groundwater,37.9663,-121.9734,Contra Costa,Dissolved Sulfate,2,08-09-1979 12:30,09/15/1989 08:00
6136,01N01W04A001M,01N01W04A001M,01N01W04A001M,Groundwater,37.9663,-121.9734,Contra Costa,Total Alkalinity,9,08-04-1972 15:00,09/15/1989 08:00
6136,01N01W04A001M,01N01W04A001M,01N01W04A001M,Groundwater,37.9663,-121.9734,Contra Costa,Total Dissolved Solids,2,08-09-1979 12:30,09/15/1989 08:00
6136,01N01W04A001M,01N01W04A001M,01N01W04A001M,Groundwater,37.9663,-121.9734,Contra Costa,Total Hardness,3,08-04-1972 15:00,07/19/1977 13:40
6136,01N01W04A001M,01N01W04A001M,01N01W04A001M,Groundwater,37.9663,-121.9734,Contra Costa,pH,9,08-04-1972 15:00,09/15/1989 08:00
6137,01N01W07K001M,01N01W07K001M,01N01W07K001M,Groundwater,37.946,-122.0155,Contra Costa,*No Lab Analyses (Field Measures Only),1,09/15/1989 09:15,09/15/1989 09:15
6137,01N01W07K001M,01N01W07K001M,01N01W07K001M,Groundwater,37.946,-122.0155,Contra Costa,Conductance,9,08-03-1973 09:30,09/15/1989 09:15
6137,01N01W07K001M,01N01W07K001M,01N01W07K001M,Groundwater,37.946,-122.0155,Contra Costa,Dissolved Boron,2,08-09-1979 09:45,09/15/1989 09:15
6137,01N01W07K001M,01N01W07K001M,01N01W07K001M,Groundwater,37.946,-122.0155,Contra Costa,Dissolved Calcium,6,08-09-1979 09:45,09/15/1989 09:15
6137,01N01W07K001M,01N01W07K001M,01N01W07K001M,Groundwater,37.946,-122.0155,Contra Costa,Dissolved Chloride,9,08-03-1973 09:30,09/15/1989 09:15
6137,01N01W07K001M,01N01W07K001M,01N01W07K001M,Groundwater,37.946,-122.0155,Contra Costa,Dissolved Hardness,6,08-09-1979 09:45,09/15/1989 09:15
6137,01N01W07K001M,01N01W07K001M,01N01W07K001M,Groundwater,37.946,-122.0155,Contra Costa,Dissolved Magnesium,6,08-09-1979 09:45,09/15/1989 09:15
6137,01N01W07K001M,01N01W07K001M,01N01W07K001M,Groundwater,37.946,-122.0155,Contra Costa,Dissolved Potassium,3,08-09-1979 09:45,09/15/1989 09:15
6137,01N01W07K001M,01N01W07K001M,01N01W07K001M,Groundwater,37.946,-122.0155,Contra Costa,Dissolved Sodium,9,08-03-1973 09:30,09/15/1989 09:15
6137,01N01W07K001M,01N01W07K001M,01N01W07K001M,Groundwater,37.946,-122.0155,Contra Costa,Dissolved Sulfate,2,08-09-1979 09:45,09/15/1989 09:15
6137,01N01W07K001M,01N01W07K001M,01N01W07K001M,Groundwater,37.946,-122.0155,Contra Costa,Total Alkalinity,9,08-03-1973 09:30,09/15/1989 09:15
6137,01N01W07K001M,01N01W07K001M,01N01W07K001M,Groundwater,37.946,-122.0155,Contra Costa,Total Dissolved Solids,2,08-09-1979 09:45,09/15/1989 09:15
6137,01N01W07K001M,01N01W07K001M,01N01W07K001M,Groundwater,37.946,-122.0155,Contra Costa,Total Hardness,3,08-03-1973 09:30,07/19/1977 12:50
6137,01N01W07K001M,01N01W07K001M,01N01W07K001M,Groundwater,37.946,-122.0155,Contra Costa,pH,9,08-03-1973 09:30,09/15/1989 09:15
6138,01N01W12K001H,01N01W12K001H,01N01W12K001H,Groundwater,40.4762,-124.1259,Humboldt,Total Arsenic,1,07-05-1973 00:00,07-05-1973 00:00
6138,01N01W12K001H,01N01W12K001H,01N01W12K001H,Groundwater,40.4762,-124.1259,Humboldt,Total Barium,1,07-05-1973 00:00,07-05-1973 00:00
6138,01N01W12K001H,01N01W12K001H,01N01W12K001H,Groundwater,40.4762,-124.1259,Humboldt,Total Cadmium,1,07-05-1973 00:00,07-05-1973 00:00
6138,01N01W12K001H,01N01W12K001H,01N01W12K001H,Groundwater,40.4762,-124.1259,Humboldt,Total Chromium,1,07-05-1973 00:00,07-05-1973 00:00
6138,01N01W12K001H,01N01W12K001H,01N01W12K001H,Groundwater,40.4762,-124.1259,Humboldt,Total Copper,1,07-05-1973 00:00,07-05-1973 00:00
6138,01N01W12K001H,01N01W12K001H,01N01W12K001H,Groundwater,40.4762,-124.1259,Humboldt,Total Iron,1,07-05-1973 00:00,07-05-1973 00:00
6138,01N01W12K001H,01N01W12K001H,01N01W12K001H,Groundwater,40.4762,-124.1259,Humboldt,Total Lead,1,07-05-1973 00:00,07-05-1973 00:00
6138,01N01W12K001H,01N01W12K001H,01N01W12K001H,Groundwater,40.4762,-124.1259,Humboldt,Total Manganese,1,07-05-1973 00:00,07-05-1973 00:00
6138,01N01W12K001H,01N01W12K001H,01N01W12K001H,Groundwater,40.4762,-124.1259,Humboldt,Total Mercury,1,07-05-1973 00:00,07-05-1973 00:00
6138,01N01W12K001H,01N01W12K001H,01N01W12K001H,Groundwater,40.4762,-124.1259,Humboldt,Total Selenium,1,07-05-1973 00:00,07-05-1973 00:00
6138,01N01W12K001H,01N01W12K001H,01N01W12K001H,Groundwater,40.4762,-124.1259,Humboldt,Total Zinc,1,07-05-1973 00:00,07-05-1973 00:00
6139,01N01W12L001H,01N01W12L001H,01N01W12L001H,Groundwater,40.4762,-124.1307,Humboldt,Conductance,1,07-05-1973 00:00,07-05-1973 00:00
6139,01N01W12L001H,01N01W12L001H,01N01W12L001H,Groundwater,40.4762,-124.1307,Humboldt,Dissolved Boron,1,07-05-1973 00:00,07-05-1973 00:00
6139,01N01W12L001H,01N01W12L001H,01N01W12L001H,Groundwater,40.4762,-124.1307,Humboldt,Dissolved Calcium,1,07-05-1973 00:00,07-05-1973 00:00
6139,01N01W12L001H,01N01W12L001H,01N01W12L001H,Groundwater,40.4762,-124.1307,Humboldt,Dissolved Chloride,1,07-05-1973 00:00,07-05-1973 00:00
6139,01N01W12L001H,01N01W12L001H,01N01W12L001H,Groundwater,40.4762,-124.1307,Humboldt,Dissolved Fluoride,1,07-05-1973 00:00,07-05-1973 00:00
6139,01N01W12L001H,01N01W12L001H,01N01W12L001H,Groundwater,40.4762,-124.1307,Humboldt,Dissolved Magnesium,1,07-05-1973 00:00,07-05-1973 00:00
6139,01N01W12L001H,01N01W12L001H,01N01W12L001H,Groundwater,40.4762,-124.1307,Humboldt,Dissolved Nitrate,1,07-05-1973 00:00,07-05-1973 00:00
6139,01N01W12L001H,01N01W12L001H,01N01W12L001H,Groundwater,40.4762,-124.1307,Humboldt,Dissolved Potassium,1,07-05-1973 00:00,07-05-1973 00:00
6139,01N01W12L001H,01N01W12L001H,01N01W12L001H,Groundwater,40.4762,-124.1307,Humboldt,Dissolved Sodium,1,07-05-1973 00:00,07-05-1973 00:00
6139,01N01W12L001H,01N01W12L001H,01N01W12L001H,Groundwater,40.4762,-124.1307,Humboldt,Dissolved Sulfate,1,07-05-1973 00:00,07-05-1973 00:00
6139,01N01W12L001H,01N01W12L001H,01N01W12L001H,Groundwater,40.4762,-124.1307,Humboldt,Total Alkalinity,1,07-05-1973 00:00,07-05-1973 00:00
6139,01N01W12L001H,01N01W12L001H,01N01W12L001H,Groundwater,40.4762,-124.1307,Humboldt,Total Dissolved Solids,1,07-05-1973 00:00,07-05-1973 00:00
6139,01N01W12L001H,01N01W12L001H,01N01W12L001H,Groundwater,40.4762,-124.1307,Humboldt,Total Hardness,1,07-05-1973 00:00,07-05-1973 00:00
6139,01N01W12L001H,01N01W12L001H,01N01W12L001H,Groundwater,40.4762,-124.1307,Humboldt,pH,1,07-05-1973 00:00,07-05-1973 00:00
6140,01N01W29G001M,01N01W29G001M,01N01W29G001M,Groundwater,37.9049,-121.9963,Contra Costa,*No Lab Analyses (Field Measures Only),2,07/23/1980 11:15,08/16/1990 13:30
6140,01N01W29G001M,01N01W29G001M,01N01W29G001M,Groundwater,37.9049,-121.9963,Contra Costa,Conductance,10,08-04-1972 12:15,08/16/1990 13:30
6140,01N01W29G001M,01N01W29G001M,01N01W29G001M,Groundwater,37.9049,-121.9963,Contra Costa,Dissolved Boron,2,07/23/1980 11:15,08/16/1990 13:30
6140,01N01W29G001M,01N01W29G001M,01N01W29G001M,Groundwater,37.9049,-121.9963,Contra Costa,Dissolved Calcium,6,07/23/1980 11:15,08/16/1990 13:30
6140,01N01W29G001M,01N01W29G001M,01N01W29G001M,Groundwater,37.9049,-121.9963,Contra Costa,Dissolved Chloride,10,08-04-1972 12:15,08/16/1990 13:30
6140,01N01W29G001M,01N01W29G001M,01N01W29G001M,Groundwater,37.9049,-121.9963,Contra Costa,Dissolved Hardness,6,07/23/1980 11:15,08/16/1990 13:30
6140,01N01W29G001M,01N01W29G001M,01N01W29G001M,Groundwater,37.9049,-121.9963,Contra Costa,Dissolved Magnesium,6,07/23/1980 11:15,08/16/1990 13:30
6140,01N01W29G001M,01N01W29G001M,01N01W29G001M,Groundwater,37.9049,-121.9963,Contra Costa,Dissolved Potassium,2,07/23/1980 11:15,08/16/1990 13:30
6140,01N01W29G001M,01N01W29G001M,01N01W29G001M,Groundwater,37.9049,-121.9963,Contra Costa,Dissolved Sodium,10,08-04-1972 12:15,08/16/1990 13:30
6140,01N01W29G001M,01N01W29G001M,01N01W29G001M,Groundwater,37.9049,-121.9963,Contra Costa,Dissolved Sulfate,2,07/23/1980 11:15,08/16/1990 13:30
6140,01N01W29G001M,01N01W29G001M,01N01W29G001M,Groundwater,37.9049,-121.9963,Contra Costa,Total Alkalinity,10,08-04-1972 12:15,08/16/1990 13:30
6140,01N01W29G001M,01N01W29G001M,01N01W29G001M,Groundwater,37.9049,-121.9963,Contra Costa,Total Dissolved Solids,2,07/23/1980 11:15,08/16/1990 13:30
6140,01N01W29G001M,01N01W29G001M,01N01W29G001M,Groundwater,37.9049,-121.9963,Contra Costa,Total Hardness,4,08-04-1972 12:15,08/18/1978 10:30
6140,01N01W29G001M,01N01W29G001M,01N01W29G001M,Groundwater,37.9049,-121.9963,Contra Costa,pH,10,08-04-1972 12:15,08/16/1990 13:30
6141,01N02E01F001M,01N02E01F001M,01N02E01F001M,Groundwater,37.9627,-121.7081,Contra Costa,Dissolved Boron,1,05-01-1979 00:00,05-01-1979 00:00
6141,01N02E01F001M,01N02E01F001M,01N02E01F001M,Groundwater,37.9627,-121.7081,Contra Costa,Dissolved Calcium,1,05-01-1979 00:00,05-01-1979 00:00
6141,01N02E01F001M,01N02E01F001M,01N02E01F001M,Groundwater,37.9627,-121.7081,Contra Costa,Dissolved Chloride,1,05-01-1979 00:00,05-01-1979 00:00
6141,01N02E01F001M,01N02E01F001M,01N02E01F001M,Groundwater,37.9627,-121.7081,Contra Costa,Dissolved Fluoride,1,05-01-1979 00:00,05-01-1979 00:00
6141,01N02E01F001M,01N02E01F001M,01N02E01F001M,Groundwater,37.9627,-121.7081,Contra Costa,Dissolved Hardness,1,05-01-1979 00:00,05-01-1979 00:00
6141,01N02E01F001M,01N02E01F001M,01N02E01F001M,Groundwater,37.9627,-121.7081,Contra Costa,Dissolved Magnesium,1,05-01-1979 00:00,05-01-1979 00:00
6141,01N02E01F001M,01N02E01F001M,01N02E01F001M,Groundwater,37.9627,-121.7081,Contra Costa,Dissolved Nitrate,1,05-01-1979 00:00,05-01-1979 00:00
6141,01N02E01F001M,01N02E01F001M,01N02E01F001M,Groundwater,37.9627,-121.7081,Contra Costa,Dissolved Potassium,1,05-01-1979 00:00,05-01-1979 00:00
6141,01N02E01F001M,01N02E01F001M,01N02E01F001M,Groundwater,37.9627,-121.7081,Contra Costa,Dissolved Silica (SiO2),1,05-01-1979 00:00,05-01-1979 00:00
6141,01N02E01F001M,01N02E01F001M,01N02E01F001M,Groundwater,37.9627,-121.7081,Contra Costa,Dissolved Sodium,1,05-01-1979 00:00,05-01-1979 00:00
6141,01N02E01F001M,01N02E01F001M,01N02E01F001M,Groundwater,37.9627,-121.7081,Contra Costa,Dissolved Sulfate,1,05-01-1979 00:00,05-01-1979 00:00
6141,01N02E01F001M,01N02E01F001M,01N02E01F001M,Groundwater,37.9627,-121.7081,Contra Costa,Total Alkalinity,1,05-01-1979 00:00,05-01-1979 00:00
6141,01N02E01F001M,01N02E01F001M,01N02E01F001M,Groundwater,37.9627,-121.7081,Contra Costa,Total Dissolved Solids,1,05-01-1979 00:00,05-01-1979 00:00
6143,01N02E03K001M,01N02E03K001M,01N02E03K001M,Groundwater,37.9591,-121.7401,Contra Costa,Dissolved Arsenic,1,05-01-1979 00:00,05-01-1979 00:00
6143,01N02E03K001M,01N02E03K001M,01N02E03K001M,Groundwater,37.9591,-121.7401,Contra Costa,Dissolved Boron,1,05-01-1979 00:00,05-01-1979 00:00
6143,01N02E03K001M,01N02E03K001M,01N02E03K001M,Groundwater,37.9591,-121.7401,Contra Costa,Dissolved Calcium,1,05-01-1979 00:00,05-01-1979 00:00
6143,01N02E03K001M,01N02E03K001M,01N02E03K001M,Groundwater,37.9591,-121.7401,Contra Costa,Dissolved Chloride,1,05-01-1979 00:00,05-01-1979 00:00
6143,01N02E03K001M,01N02E03K001M,01N02E03K001M,Groundwater,37.9591,-121.7401,Contra Costa,Dissolved Fluoride,1,05-01-1979 00:00,05-01-1979 00:00
6143,01N02E03K001M,01N02E03K001M,01N02E03K001M,Groundwater,37.9591,-121.7401,Contra Costa,Dissolved Iron,1,05-01-1979 00:00,05-01-1979 00:00
6143,01N02E03K001M,01N02E03K001M,01N02E03K001M,Groundwater,37.9591,-121.7401,Contra Costa,Dissolved Magnesium,1,05-01-1979 00:00,05-01-1979 00:00
6143,01N02E03K001M,01N02E03K001M,01N02E03K001M,Groundwater,37.9591,-121.7401,Contra Costa,Dissolved Manganese,1,05-01-1979 00:00,05-01-1979 00:00
